"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Survey_Time","Survey_Date","Temperature_C","Specific_conductivity","Dissolved_oxygen","pH","Oxidation_Reduction_Potential","Depth_m","Turbidity","Total_dissolved_solids","Dissolved_Oxygen_Saturation","Battery_Voltage","Water_Quality_Notes","Water_Quality_Duplicate"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:43",2019-07-21,10.45,188.5,7.27,6.58,199.9,5.06,-5.64,,84.7,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:39",2019-07-21,10.57,188.8,7.77,6.68,199.9,3.04,-5.77,,90.7,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","12:48",2013-08-02,18.91,10,7.14,5.67,336,0.5,1.2,0,100.1,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","12:50",2013-08-02,18.46,3,7.12,5.49,335,1,0.8,0,98.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","12:56",2013-08-02,18.23,0,7.15,5.3,330,2.29,1.3,0,98.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","12:52",2013-08-02,18.28,15,7.13,5.31,341,1.51,2.2,0,98.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","12:47",2013-08-02,20.28,2,7.11,5.82,339,0,0.5,0,102.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","12:54",2013-08-02,18.24,2,7.13,5.35,332,2,1,0,98.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","09:25",2016-08-09,18.36,3,6.29,5.9,131,0,-298547.9,2.14,87.6,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","09:32",2016-08-09,18.17,3,5.81,5.37,159,2,-299906.6,2.14,80.6,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","09:29",2016-08-09,18.2,3,5.99,5.52,146,1.03,-299047.1,2.14,83.1,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","09:31",2016-08-09,18.17,3,5.89,5.51,150,1.5,-299554,2.14,81.6,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","09:27",2016-08-09,18.29,3,5.98,5.7,137,0.5,-298988.8,2.14,83.2,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","09:35",2016-08-09,18.17,3,5.66,5.51,154,2.28,-304743.5,2.13,78.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","10:21",2019-08-01,19.36,2.7,6.79,5.19,200,0,-3.34,,97,11.98,,"No"
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","10:23",2019-08-01,18.55,2.8,5.98,4.91,200,1.02,-4.27,,84,11.98,,"No"
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","10:22",2019-08-01,18.66,2.8,6.16,5.05,199.9,0.5,-3.74,,86.7,12,,"No"
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","10:24",2019-08-01,18.52,2.8,5.93,5.28,200,1.5,-4.55,,83.2,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","10:26",2019-08-01,18.32,2.7,5.92,5.09,200,2.43,-5.02,,82.7,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","10:25",2019-08-01,18.38,2.8,5.92,5.15,200,2,-4.71,,82.8,11.98,,"No"
"LAVO","Lassen Volcanic National Park","11352",2013-08-01,"No","16:42",2013-08-01,18.32,6,5.98,5.16,147,0.48,2.1,0,81.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11352",2013-08-01,"No","16:42",2013-08-01,18.05,6,6.01,5.04,156,0.75,3.4,0,81.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11352",2013-08-01,"No","16:40",2013-08-01,21.9,5,6.28,5.42,128,0.04,2.8,0,92.4,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11352",2016-08-04,"No","11:11",2016-08-04,19.02,6,5.38,5.6,152,0.02,-105266.6,4.08,74.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11352",2016-08-04,"No","11:14",2016-08-04,18.19,7,3.81,5.31,162,0.51,-124382.8,4.25,51.8,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11352",2016-08-04,"No","11:16",2016-08-04,17.98,7,2.77,5.18,171,1,-103614.4,4.77,37.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11352",2019-07-29,"No","11:40",2019-07-29,21.45,4.7,6.74,7.9,200,0.02,906.7,,99.1,12.02,,"No"
"LAVO","Lassen Volcanic National Park","11352",2019-07-29,"No","11:41",2019-07-29,20.44,4.7,5.02,5.44,200,0.5,-4.92,,72.3,12,,"No"
"LAVO","Lassen Volcanic National Park","11352",2019-07-29,"No","11:42",2019-07-29,20.22,4.9,4.25,5.2,200,0.99,-5.2,,60.9,12.02,,"No"
"LAVO","Lassen Volcanic National Park","11352",2019-07-29,"No","11:43",2019-07-29,20.19,4.8,4.57,5,200,1.22,-5.28,,65.6,12,,"No"
"LAVO","Lassen Volcanic National Park","11354",2013-08-01,"No","12:28",2013-08-01,19.4,9,7.8,7.43,209,0.03,-1.1,0,109,4.3,,"No"
"LAVO","Lassen Volcanic National Park","11354",2013-08-01,"No","12:30",2013-08-01,19.35,9,7.79,7.26,217,0.28,-0.8,0,108.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11354",2016-08-01,"No","12:42",2016-08-01,21.77,15,6.61,6.8,158,1.23,-194908.7,9.56,96.5,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11354",2016-08-01,"No","12:37",2016-08-01,23.04,15,6.58,7.13,145,0.01,13844,9.57,98.5,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11354",2016-08-01,"No","12:40",2016-08-01,21.85,15,6.6,6.84,157,1,13218,9.58,96.6,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11354",2016-08-01,"No","12:39",2016-08-01,22.8,15,6.51,6.95,150,0.5,13430,9.63,97.1,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11354",2019-07-30,"No","10:48",2019-07-30,21.79,12.5,6.3,6.7,199.9,0.49,-3.3,,93.4,12.12,,"No"
"LAVO","Lassen Volcanic National Park","11354",2019-07-30,"No","10:50",2019-07-30,21.59,12.4,6.23,6.7,199.9,1.01,-3.17,,92,12.12,,"No"
"LAVO","Lassen Volcanic National Park","11354",2019-07-30,"No","10:51",2019-07-30,21.56,12.4,6.19,6.82,200,2.02,-3.04,,91.3,12.12,,"No"
"LAVO","Lassen Volcanic National Park","11354",2019-07-30,"No","10:50",2019-07-30,21.55,12.4,6.21,6.68,199.9,1.49,-2.98,,91.5,12.12,,"No"
"LAVO","Lassen Volcanic National Park","11354",2019-07-30,"No","10:48",2019-07-30,21.79,12.4,6.44,6.67,200,0,-3.4,,95.5,12.08,,"No"
"LAVO","Lassen Volcanic National Park","11364",2013-07-24,"No","11:16",2013-07-24,20.86,7,6.05,6.5,92,0.5,4,4.44,87.2,4.4,,"No"
"LAVO","Lassen Volcanic National Park","11364",2013-07-24,"No","11:17",2013-07-24,20.75,7,6.15,6.29,99,1,5.4,4.37,88.5,4.4,,"No"
"LAVO","Lassen Volcanic National Park","11364",2013-07-24,"No","11:15",2013-07-24,21.44,7,5.9,7.02,81,0,1.6,4.43,86.1,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11364",2016-07-28,"No","10:37",2016-07-28,19.1,7,6.66,5.97,166,0.5,4598,4.53,92.6,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11364",2016-07-28,"No","10:42",2016-07-28,18.97,7,6.81,5.75,170,1.1,3343,4.46,94.6,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11364",2016-07-28,"No","10:40",2016-07-28,19.02,7,6.6,5.81,170,1,3808,4.47,91.7,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11364",2016-07-28,"No","10:35",2016-07-28,19.6,7,6.83,6.14,163,0.01,5001,4.49,96.1,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11364",2019-07-22,"No","10:30",2019-07-22,15.87,6.3,6.92,6.11,199.9,0.41,-4.53,,91.3,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11364",2019-07-22,"No","10:32",2019-07-22,15.17,6.5,6.19,5.52,199.9,1.17,-5.14,,80.4,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11364",2019-07-22,"No","10:31",2019-07-22,15.86,6.1,6.66,5.84,199.9,0.5,-4.92,,87.8,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11364",2019-07-22,"No","10:32",2019-07-22,15.64,6.3,6.29,5.64,199.9,1,-5.06,,82.6,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11403",2013-07-22,"No","15:01",2013-07-22,9.9,242,10.77,5.49,144,1.02,0,155.06,122.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11403",2013-07-22,"No","14:56",2013-07-22,12.11,242,10.09,5.34,133,0.05,1.7,154.71,121.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11403",2013-07-22,"No","15:01",2013-07-22,10.55,242,10.5,5.42,144,0.5,0.4,154.74,121.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11403",2016-07-26,"No","11:51",2016-07-26,7.54,244,10.17,5.4,245,0.51,595,155.88,109.5,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11403",2016-07-26,"No","11:54",2016-07-26,7.52,243,10.16,5.22,246,1,-820.5,155.81,109.3,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11403",2016-07-26,"No","11:49",2016-07-26,9.59,246,9.79,5.26,241,0.03,2000,157.42,110.8,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11403",2019-07-19,"No","11:00",2019-07-19,6.48,233.3,9.06,4.58,200,0.48,-6.19,,96,11.88,,"No"
"LAVO","Lassen Volcanic National Park","11403",2019-07-19,"No","11:01",2019-07-19,6.45,233.5,9.17,4.54,200,1,-6.21,,97.1,11.87,,"No"
"LAVO","Lassen Volcanic National Park","11403",2019-07-19,"No","11:04",2019-07-19,6.37,233.6,9.18,4.51,200,1.34,-6.15,,97.1,11.87,,"No"
"LAVO","Lassen Volcanic National Park","11403",2019-07-19,"No","10:59",2019-07-19,7,233.7,8.6,4.57,200,0,-6.17,,92.3,11.88,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2013-09-17,"No","11:51",2013-09-17,20.56,165,8.66,6.62,134,2.06,0.1,0,96.5,4.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2013-09-17,"No","11:48",2013-09-17,20.58,165,8.76,6.65,136,1.04,1.2,0,97.5,4.4,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2013-09-17,"No","11:49",2013-09-17,20.56,165,8.73,6.63,135,1.54,0.4,0,97.1,4.4,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2013-09-17,"No","11:56",2013-09-17,20.57,165,8.6,6.6,122,2.38,0.9,0,95.7,4.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2013-09-17,"No","11:44",2013-09-17,20.64,165,8.69,6.79,135,0.02,1.3,0,96.9,4.3,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2013-09-17,"No","11:46",2013-09-17,20.64,165,8.76,6.69,135,0.5,1,0,97.7,4.4,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:47",2016-09-20,18.97,167,9.76,7.32,140,2.69,-311683.8,106.81,104.9,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:41",2016-09-20,19.23,167,10.03,7.37,154,1.5,-307974.6,107.01,108.5,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:39",2016-09-20,19.39,167,10.2,7.64,147,0,-307640.6,107.05,110.6,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:41",2016-09-20,19.31,167,9.97,7.39,153,1,-308003.2,107.04,107.9,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:45",2016-09-20,18.96,167,9.85,7.35,152,2.53,-310162.6,106.81,106,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:39",2016-09-20,19.37,167,9.98,7.5,149,0.5,-307537.9,107.08,108.2,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2016-09-20,"No","12:44",2016-09-20,19.02,167,9.93,7.36,152,2.03,-308238.3,106.99,106.9,11.5,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:53",2019-09-17,20.36,152,7.52,7.22,200,2.87,0.31,,83,11.83,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:49",2019-09-17,20.36,152.1,8.33,7.88,200,0.5,0.33,,91.9,11.83,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:51",2019-09-17,20.38,152.1,7.61,7.44,200,1.5,0.26,,84,11.83,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:51",2019-09-17,20.37,152.1,7.57,7.33,200,2,0.26,,83.6,11.78,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:50",2019-09-17,20.38,152.1,7.86,7.59,200,0.99,0.31,,86.7,11.83,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:54",2019-09-17,20.38,152.1,7.21,7.14,200,0.22,0.95,,79.6,11.85,,"No"
"REDW","Redwood National and State Parks","Freshwater Lagoon",2019-09-17,"No","10:52",2019-09-17,20.36,152,7.53,7.25,200,2.5,0.33,,83.1,11.85,,"No"
