"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Survey_Time","Survey_Date","Temperature_C","Specific_conductivity","Dissolved_oxygen","pH","Oxidation_Reduction_Potential","Depth_m","Turbidity","Total_dissolved_solids","Dissolved_Oxygen_Saturation","Battery_Voltage","Water_Quality_Notes","Water_Quality_Duplicate"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:56",2016-08-02,5.65,3,10.54,5.35,216,24.5,-125493.2,1.84,112.8,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:33",2016-08-02,6.77,3,10.6,5.19,220,12.5,-174643.9,1.83,116.7,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:58",2016-08-02,5.62,3,10.58,5.36,218,25,-57035.5,1.85,113.2,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:06",2016-08-02,15.61,3,8.13,6.22,166,1.01,-111096.7,1.88,110,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:31",2016-08-02,6.9,3,10.65,5.16,222,11.5,-174977.1,1.84,117.6,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:08",2016-08-02,15.59,3,8.13,5.81,186,1.5,-116418.9,1.88,110,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:11",2016-08-02,12.07,3,9.5,5.37,210,3.02,-105327.3,1.86,118.8,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:37",2016-08-02,6.43,3,10.65,5.18,223,14.99,-57407,1.82,116.3,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:37",2016-08-02,6.37,3,10.67,5.2,222,15.5,-24198.7,1.82,116.2,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:40",2016-08-02,6.29,3,10.66,5.22,220,16.99,-59579.7,1.82,116,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:53",2016-08-02,5.68,3,10.63,5.33,218,23.01,-96593.6,1.85,113.8,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:35",2016-08-02,6.52,3,10.63,5.21,220,14.52,-130117.7,1.81,116.3,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:20",2016-08-02,8.05,3,10.46,5.15,220,6.51,-175392.1,1.86,119,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:45",2016-08-02,6.03,3,10.57,5.32,218,19,-40657.7,1.82,114.2,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:38",2016-08-02,6.34,3,10.62,5.19,222,16,-35273.8,1.82,115.7,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:21",2016-08-02,7.9,3,10.43,5.16,221,7,-175203.6,1.85,118.1,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:34",2016-08-02,6.55,3,10.68,5.2,221,14,-138649.1,1.82,117,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:47",2016-08-02,5.92,3,10.63,5.31,218,20,-92350.8,1.83,114.5,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:42",2016-08-02,6.2,3,10.6,5.32,217,18.01,-53869.7,1.82,115.1,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:25",2016-08-02,7.35,3,10.65,5.16,220,9.51,-173648,1.82,118.9,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:29",2016-08-02,7.1,3,10.62,5.15,221,10.51,-175216.6,1.83,117.9,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:13",2016-08-02,11.21,3,9.67,5.27,213,3.5,-101006.9,1.87,118.6,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:21",2016-08-02,7.8,3,10.49,5.18,220,7.5,-175101.4,1.85,118.6,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:23",2016-08-02,7.57,3,10.57,5.2,219,8.51,-173821.6,1.84,118.7,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:15",2016-08-02,9.92,3,10.05,5.25,214,4.51,-95203.1,1.87,119.6,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:41",2016-08-02,6.28,3,10.66,5.24,220,17.51,-37680.5,1.82,115.9,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:09",2016-08-02,15.37,3,8.17,5.53,197,2,-116383.3,1.88,110,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:05",2016-08-02,15.64,3,8.11,6.48,161,0.5,-94967.8,1.88,110,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:03",2016-08-02,15.71,3,8.16,6.77,155,0,-102471.9,1.88,110.7,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:16",2016-08-02,9.21,3,10.16,5.16,219,5.02,-173386.2,1.86,118.8,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:17",2016-08-02,8.7,3,10.27,5.22,216,5.5,-173262.7,1.86,118.6,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:49",2016-08-02,5.82,3,10.61,5.36,217,20.98,-138195.6,1.83,114.1,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:25",2016-08-02,7.46,3,10.59,5.17,220,9,-174731.2,1.83,118.6,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:28",2016-08-02,7.22,3,10.64,5.11,223,10,-174955.8,1.83,118.5,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:22",2016-08-02,7.68,3,10.53,5.16,221,8.01,-175005.4,1.85,118.6,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:54",2016-08-02,5.66,3,10.62,5.34,217,23.52,-88855.6,1.85,113.6,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:30",2016-08-02,6.97,3,10.69,5.14,222,11.01,-174982.3,1.82,118.3,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:43",2016-08-02,6.11,3,10.67,5.29,218,18.51,-51653.5,1.82,115.5,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:33",2016-08-02,6.7,3,10.55,5.17,222,13,-175639.5,1.82,116,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:55",2016-08-02,5.65,3,10.58,5.33,217,24,-132871.8,1.85,113.2,11.5,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:10",2016-08-02,13.35,3,9.13,5.55,200,2.5,-114542.2,1.86,117.6,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2016-08-02,"No","12:18",2016-08-02,8.27,3,10.46,5.12,221,6.01,-116258.7,1.8,119.6,11.6,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:12",2019-08-08,4.95,3.3,8.69,4.97,199.9,21.57,-4.69,,92.2,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:09",2019-08-08,5.14,3.4,8.69,5.02,199.9,17.53,-4.69,,92.6,11.87,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:09",2019-08-08,5.13,3.3,8.68,4.98,199.9,18.02,-4.67,,92.6,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:10",2019-08-08,5.11,3.4,8.68,4.96,199.9,18.51,-4.59,,92.6,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:10",2019-08-08,5.07,3.3,8.69,5,199.9,19,-4.66,,92.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:10",2019-08-08,5.05,3.2,8.69,4.97,199.9,19.47,-4.68,,92.4,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:11",2019-08-08,5.05,3.3,8.68,4.95,199.9,20.01,-4.62,,92.4,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:13",2019-08-08,4.92,3.3,8.69,4.96,199.9,22.5,-4.66,,92.1,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:12",2019-08-08,4.97,3.3,8.68,4.97,199.9,21.01,-4.68,,92.2,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:12",2019-08-08,4.94,3.3,8.69,4.96,199.9,22.08,-4.67,,92.2,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:09",2019-08-08,5.15,3.3,8.69,5.01,199.9,17.07,-4.69,,92.7,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:04",2019-08-08,5.39,3.4,8.63,5.03,199.9,13.07,-4.73,,92.6,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:13",2019-08-08,4.9,3.3,8.69,4.95,199.9,23.01,-4.59,,92.1,11.78,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:11",2019-08-08,4.99,3.3,8.69,5,199.9,20.54,-4.68,,92.3,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:08",2019-08-08,5.17,3.4,8.68,4.99,199.9,16.5,-4.69,,92.7,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:07",2019-08-08,5.17,3.4,8.68,4.98,199.9,15.96,-4.64,,92.7,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:06",2019-08-08,5.19,3.4,8.68,4.99,200,15.48,-4.58,,92.7,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:06",2019-08-08,5.22,3.4,8.68,5,199.9,15,-4.65,,92.7,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:05",2019-08-08,5.24,3.4,8.67,4.99,199.9,14.55,-4.72,,92.7,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:49",2019-08-08,12.01,3.5,6.99,6.1,200,0,-4.68,,88.2,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:04",2019-08-08,5.36,3.3,8.64,4.95,199.9,13.5,-4.69,,92.7,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:03",2019-08-08,5.41,3.4,8.62,5.04,199.9,12.55,-4.77,,92.5,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:02",2019-08-08,5.47,3.4,8.59,5.04,199.9,11.55,-4.73,,92.4,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:01",2019-08-08,5.54,3.4,8.59,5.06,200,10.51,-4.69,,92.5,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:00",2019-08-08,5.59,3.4,8.59,4.97,199.9,10,-4.71,,92.6,11.97,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:00",2019-08-08,5.64,3.4,8.58,4.98,199.9,9.45,-4.79,,92.7,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:13",2019-08-08,4.9,3.3,8.69,5,199.9,23.49,-4.66,,92,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:03",2019-08-08,5.45,3.4,8.6,5.01,199.9,12.02,-4.73,,92.5,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:05",2019-08-08,5.29,3.4,8.66,5.01,199.9,14.03,-4.78,,92.7,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:53",2019-08-08,6.93,3.4,8.65,5.27,200,4,-4.76,,96.6,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:52",2019-08-08,7.39,3.5,8.61,5.4,200,3.5,-4.77,,97.3,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:56",2019-08-08,5.97,3.4,8.66,5.04,199.9,7,-4.69,,94.4,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:55",2019-08-08,6.05,3.4,8.7,5.03,200,6.51,-4.67,,95,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:55",2019-08-08,6.16,3.4,8.68,5.23,200,6.01,-4.72,,95,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:55",2019-08-08,6.28,3.4,8.65,5.24,199.9,5.49,-4.72,,95,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:58",2019-08-08,5.78,3.4,8.58,4.98,199.9,8.01,-4.69,,93.1,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:53",2019-08-08,6.57,3.4,8.67,5.21,200,4.5,-4.74,,95.9,11.95,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:59",2019-08-08,5.73,3.4,8.57,5,200,8.47,-4.73,,92.8,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:49",2019-08-08,11.99,3.5,7.48,6.02,200,0.5,-4.77,,94.3,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:49",2019-08-08,11.98,3.4,7.63,5.86,199.9,1,-4.79,,96.2,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:50",2019-08-08,11.87,3.5,7.68,5.79,200,1.5,-4.72,,96.7,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:50",2019-08-08,9.28,3.5,8.12,5.55,200,2,-4.7,,96.1,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:51",2019-08-08,8.43,3.5,8.35,5.6,200,2.5,-4.73,,96.8,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:51",2019-08-08,7.91,3.5,8.53,5.52,200,2.99,-4.71,,97.6,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:54",2019-08-08,6.35,3.4,8.64,5.18,200,5,-4.71,,95,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:02",2019-08-08,5.51,3.4,8.59,5.01,199.9,10.99,-4.72,,92.5,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:59",2019-08-08,5.69,3.4,8.58,5,199.9,9.01,-4.74,,92.8,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:14",2019-08-08,4.87,3.4,8.69,4.95,199.9,24.51,-4.64,,92,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:15",2019-08-08,4.86,3.3,8.68,4.99,199.9,24.88,-4.66,,91.9,11.88,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","12:57",2019-08-08,5.86,3.4,8.59,5.08,199.9,7.5,-4.72,,93.3,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11076",2019-08-08,"No","13:14",2019-08-08,4.88,3.4,8.69,4.99,199.9,24,-4.65,,92,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11110",2013-08-28,"No","11:47",2013-08-29,17.21,6,5.58,6.16,114,0,4.2,0,75,4.6,,"No"
"LAVO","Lassen Volcanic National Park","11110",2013-08-28,"No","11:51",2013-08-29,14.64,6,5.89,6.03,115,0.5,-1,0,74.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11110",2016-08-31,"No","14:41",2016-08-31,17.19,6,6.26,6.13,159,0.51,-303133.3,3.99,84.5,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11110",2016-08-31,"No","14:38",2016-08-31,20.2,6,6.11,6.35,149,0.02,-300070.8,4.02,87.7,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11110",2016-08-31,"No","14:43",2016-08-31,17.13,6,6.47,6.05,162,0.7,-307722.6,3.89,87.1,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11110",2019-09-04,"No","15:06",2019-09-04,17.74,5.3,5.99,5.55,199.9,0.71,-1.61,,82.3,12.08,,"No"
"LAVO","Lassen Volcanic National Park","11110",2019-09-04,"No","15:06",2019-09-04,17.98,5.3,6.23,5.57,199.9,0.53,-1.5,,86,12.1,,"No"
"LAVO","Lassen Volcanic National Park","11110",2019-09-04,"No","15:05",2019-09-04,20.74,5.4,6.25,5.81,199.9,0,-1.41,,91.3,12.07,,"No"
"LAVO","Lassen Volcanic National Park","11211",2013-07-19,"No","13:41",2013-07-19,19.29,3,6.32,4.8,138,1.36,15.1,1.93,89.1,4.4,,"No"
"LAVO","Lassen Volcanic National Park","11211",2013-07-19,"No","13:34",2013-07-19,20.3,3,6.19,4.86,134,0.54,11.2,1.89,89.1,4.6,,"No"
"LAVO","Lassen Volcanic National Park","11211",2013-07-19,"No","13:37",2013-07-19,19.44,3,6.26,4.76,136,1.04,11.1,1.71,88.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11211",2013-07-19,"No","13:31",2013-07-19,23.28,2,5.98,5.13,124,0.09,11,1.32,91.2,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","13:39",2016-07-25,19.94,3,5.92,5.3,169,1,4454,1.99,83,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","13:40",2016-07-25,19.81,3,5.93,5.07,199,1.41,3949,1.98,82.9,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","13:37",2016-07-25,20.69,3,5.89,5.37,166,0.51,5159,2.03,83.8,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","13:35",2016-07-25,22.69,3,6.09,5.56,159,0.01,5715,1.98,90.1,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","11:26",2019-07-18,19.08,2.9,6.04,4.74,199.9,0.08,-4.91,,85.8,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","11:23",2019-07-18,18.88,2.8,6.5,5.34,200,0.5,-4.58,,92,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","11:24",2019-07-18,18.63,2.8,6.31,5.2,200,1,-4.79,,88.8,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","11:25",2019-07-18,18.57,2.9,6.18,5.18,200,1.5,-4.92,,86.9,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","11:26",2019-07-18,18.56,2.9,6.11,4.83,200,1.59,-4.95,,85.9,11.93,,"No"
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","10:01",2016-08-17,16.04,7,5.65,6.03,184,0.23,-302416.7,4.25,73.9,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","09:58",2016-08-17,16.48,7,6.1,6.02,182,0.01,-301986.9,4.32,80.6,11.8,,"No"
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","10:37",2019-08-12,15.55,3.9,7.37,6.35,200,0,-2.42,,96.2,12.13,,"No"
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","10:38",2019-08-12,14.45,3.8,7.27,6.03,200,0.5,-3,,92.6,12.1,,"No"
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","10:39",2019-08-12,14.4,3.8,6.99,5.91,200,1,-3.28,,89,12.1,,"No"
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","10:40",2019-08-12,14.41,3.8,6.97,5.9,200,1.08,-3.26,,88.8,12.12,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:08",2013-07-23,13.41,257,7.59,7.18,100,1.07,-0.3,164.22,93.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:05",2013-07-23,15.92,258,7.97,7.3,97,0.02,-0.7,164.98,103.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:11",2013-07-23,12.75,254,7.99,7.14,102,1.99,-0.3,162.75,97.1,4.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:06",2013-07-23,14.14,256,7.64,7.25,98,0.51,-0.4,164.1,95.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:13",2013-07-23,12.53,255,7.65,7.1,103,2.5,-0.3,162.91,92.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:36",2013-07-23,12.26,254,6.26,6.89,-19,3.5,-0.3,162.6,75.2,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:09",2013-07-23,13.01,255,7.72,7.16,100,1.5,-0.3,163.01,94.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","14:17",2013-07-23,12.33,253,6.37,6.96,92,3,-0.6,162.2,76.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:56",2016-07-27,13.26,251,7.37,7.08,134,3.01,441,160.78,90.3,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:52",2016-07-27,13.94,255,8.25,7.29,129,1.5,2146,163.32,102.8,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","14:02",2016-07-27,12.94,250,5.05,6.88,128,5.02,-805.3,160.15,61.5,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:49",2016-07-27,17.46,253,7.51,7.44,121,0.06,3802,161.65,100.9,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","14:03",2016-07-27,12.96,253,4.33,6.85,116,5.3,-986.7,162,52.7,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","14:00",2016-07-27,12.98,250,5.86,6.92,137,4.5,-565.5,160.2,71.4,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:55",2016-07-27,13.42,251,7.85,7.15,133,2.51,1046,160.85,96.6,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:51",2016-07-27,14.38,253,8.52,7.36,127,1,2564,161.97,107.1,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:58",2016-07-27,13.12,249,7.19,7.04,135,3.5,31.2,159.49,87.9,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:59",2016-07-27,13.03,251,6.51,6.97,136,4,-305,160.52,79.4,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:53",2016-07-27,13.59,253,8.04,7.22,131,2.02,1599,161.85,99.3,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","13:49",2016-07-27,14.74,253,8.18,7.43,124,0.51,3257,161.77,103.7,11.7,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:03",2019-07-21,10.44,188.1,7.66,6.62,199.9,4.08,-5.82,,89.2,11.98,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:04",2019-07-21,10.42,188.6,7.65,6.6,199.9,4.49,-5.74,,89,11.97,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:36",2019-07-21,12.39,188.7,7.71,7.1,199.9,0,-4.21,,93.9,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:06",2019-07-21,10.4,188.7,7.48,6.57,199.9,5.33,-5.66,,87,11.93,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:37",2019-07-21,11.07,188.7,7.88,6.81,199.9,1.02,-5.55,,93.2,11.92,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:05",2019-07-21,10.4,188.4,7.46,6.58,199.9,4.94,-5.61,,86.8,11.97,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:38",2019-07-21,10.91,188.9,7.86,6.75,199.9,1.5,-5.61,,92.6,11.85,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:03",2019-07-21,10.48,188.3,7.67,6.63,199.9,3.48,-5.79,,89.5,11.9,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:05",2019-07-21,10.39,188.2,7.48,6.57,199.9,5.11,-5.66,,87,11.98,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:41",2019-07-21,10.47,188.7,7.61,6.61,199.9,4.5,207.8,,88.7,11.87,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:02",2019-07-21,10.54,188.4,7.69,6.64,199.9,3.03,-5.79,,89.8,11.93,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:01",2019-07-21,10.62,188.3,7.7,6.65,199.9,2.51,-5.79,,90.1,11.92,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:38",2019-07-21,10.76,188.8,7.84,6.72,199.9,2.03,-5.64,,92,11.88,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:01",2019-07-21,10.71,188.8,7.72,6.67,199.9,2.02,-5.72,,90.5,11.8,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:00",2019-07-21,10.85,189.5,7.81,6.69,199.9,1.5,-5.65,,91.9,11.97,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","10:59",2019-07-21,10.93,189.2,7.89,6.72,199.9,1.02,-5.64,,93,11.97,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","10:59",2019-07-21,11.2,189,7.89,6.8,199.9,0.51,-5.72,,93.6,11.95,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:03",2019-07-21,10.44,188.2,7.66,6.62,199.9,3.98,-5.82,,89.2,11.95,"QAQC","Yes"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:39",2019-07-21,10.68,188.5,7.77,6.7,199.9,2.49,-5.71,,91,11.88,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:36",2019-07-21,11.34,188.5,7.86,6.9,199.9,0.48,-5.62,,93.5,11.88,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:40",2019-07-21,10.48,188.3,7.7,6.65,199.9,4.06,-5.84,,89.7,11.9,,"No"
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","11:40",2019-07-21,10.51,188.6,7.73,6.67,199.9,3.5,-5.79,,90.2,11.9,,"No"
